season,bets,beat_rate,mean_clv,win_probability,clears_-110
2019,70,0.5573770491803278,0.6571428571428571,0.5170094286167068,False
2021,74,0.6461538461538462,0.6554054054054054,0.5169644565668977,False
2022,73,0.53125,0.4178082191780822,0.5108145116428437,False
2023,152,0.6347826086956522,1.0164473684210527,0.5263096353675178,True
2024,225,0.543010752688172,0.45111111111111113,0.5116765208040293,False
2025,224,0.5894736842105263,1.1071428571428572,0.5286571895172779,True
