n,clv_slope,clv_slope_t,clv_r2,outcome_slope,outcome_slope_t,outcome_r2,mean_clv,clv_beat_rate,clv_beat_z
4561,0.0810867489294884,8.759885648990924,0.01655305721921508,-0.0010319858601395677,-0.49430454486357,5.430622672886865e-05,0.4058320543740408,0.5829940119760479,10.725190002923142
