market_weight,n,mae,rmse,bias,residual_sd,brier,ece,log_loss,mean_confidence
0.0,5071,13.277656109718892,16.76184739767807,0.09805375743268456,16.76321352926852,0.2713512935874547,0.1159944610174616,0.7433608008367542,0.6144875291307829
0.1,5071,13.085660500471361,16.5080239956756,0.07745662463952464,16.509470191211584,0.2678572967327174,0.10556265936281525,0.7339840388211256,0.6040382330252965
0.25,5071,12.832227849863378,16.17270490266909,0.046560925449784574,16.17423273456238,0.2629776140719207,0.08934614809075257,0.7217024980019301,0.5878392162040739
0.5,5071,12.494353792044754,15.743200374051431,-0.004931906533115479,15.744752108774179,0.2561803391442835,0.061094319000291955,0.7060522264175356,0.5595873871136132
0.75,5071,12.289565811898257,15.486621666108983,-0.05642473851601548,15.488046070202984,0.25166522605201513,0.0319137137141025,0.6965111095572045,0.5301226379063821
0.9,5071,12.222750667245615,15.419512413121515,-0.08732043770575539,15.420785726674533,0.2503004495007942,0.014241113305012966,0.6937487685450275,0.5120871149222004
1.0,5071,12.203165056201932,15.411608018107842,-0.1079175704989154,15.412749945085485,0.25,0.004118947156921848,0.6931471805599454,0.5
