top_pct,bets,min_edge,mean_edge,beat_rate,z,mean_clv,median_clv
100,8146,0.0003052756489201336,4.989238884365084,0.5543870192307693,8.874255115002834,0.28204026516081515,0.0
25,2040,6.743582619139836,10.706918732310811,0.5753828032979976,6.2125675278885115,0.591421568627451,0.0
10,818,9.723493959371957,13.926237062381617,0.5814977973568282,4.2535292420783755,0.7689486552567237,0.0
5,410,12.043522651874163,16.27297218460798,0.5619596541786743,2.308360946508581,0.7390243902439024,0.0
