filter,games,kept,win_rate,ece,brier,mean_clv,clv_beat_rate,clv_graded
No filter (all games),5071,1.0,0.5223731522173392,0.07826447888903754,0.2620307280397469,0.4058320543740408,0.5829940119760479,4175
Edge ceiling (drop loudest quarter),3803,0.74995070005916,0.5226787620064034,0.041567132101757824,0.25283580524688415,0.7517487612940834,0.64672,3125
Book agreement (drop noisiest quarter),3792,0.7477815026621968,0.5263439422305429,0.07707662463861847,0.2621823117592903,0.39662478082992403,0.5841106465101319,3109
Liquidity (drop thinnest quarter),4800,0.9465588641293631,0.5208025343189018,0.08061715069564997,0.2620302100450901,0.39825174825174825,0.5815675261679857,3917
Scoring environment (drop the wildest quarter),3868,0.7627686846775784,0.5216025137470542,0.07453710826821013,0.2608223158627879,0.4502684374116982,0.5922239502332814,3215
Mismatch (drop the biggest spreads),3832,0.7556694931966081,0.5228412991814101,0.078040171024882,0.26206145722277696,0.4143458079489411,0.5790638836179633,3162
