top_pct,bets,min_edge,mean_edge,beat_rate,z,mean_clv,median_clv
100,6718,0.00044688209489152086,4.091055900038524,0.5880369187078452,13.216098014026871,0.4098690086335219,0.0
25,1683,4.4325031920645515,8.474124774046707,0.6664345403899722,12.613937553865306,0.8303624480095069,0.5
10,676,6.549007028286731,10.751448354565317,0.6924428822495606,9.180957598491977,1.0207100591715976,1.0
5,339,8.331866943081401,12.2513050926279,0.697594501718213,6.741419390246315,1.1179941002949854,1.0
