qb_change_diff,games,mean_residual,sd_residual,cover_rate,residual_se,residual_t
-1,734,-2.5963896457765667,15.653521409373878,0.4411764705882353,0.577782018278004,-4.493718329128226
0,4271,0.16811051276047764,15.37218051032827,0.504293893129771,0.2352180741612105,0.7147006596323904
1,773,1.7548512289780078,15.441391967405373,0.5464052287581699,0.555388266564789,3.1596836566825366
