market,bets,mean_clv,median_clv,sd_clv,sharpe_per_bet,p05,p25,p75,p95,beat_rate,total_clv_points,max_drawdown_points,max_drawdown_bets,longest_flat_or_down,season
2019,695,0.22446043165467625,0.0,2.3832944567997663,0.09418073835327785,-3.5,-1.0,1.5,3.6499999999999773,0.539708265802269,156.0,-63.5,127,185,2019
2021,732,0.19262295081967212,0.0,1.6025544604836068,0.12019744449841899,-2.5,-0.5,1.0,3.0,0.5657894736842105,141.0,-33.5,49,261,2021
2022,727,0.15337001375515819,0.0,1.8961136284059716,0.08088650988922724,-2.5,-0.75,1.0,3.0,0.5436573311367381,111.5,-45.0,135,220,2022
2023,1515,0.334983498349835,0.0,2.2005232166628685,0.1522290225403044,-3.0,-0.5,1.0,4.0,0.5662431941923775,507.5,-43.0,100,353,2023
2024,2247,0.30863373386737875,0.0,2.5064664815859556,0.12313499347978199,-3.5,-1.0,1.5,4.0,0.5668058455114823,693.5,-121.5,316,699,2024
2025,2230,0.30852017937219733,0.0,2.4159944564020845,0.1276990427501426,-3.0,-1.0,1.5,4.274999999999864,0.5387596899224806,688.0,-54.5,90,213,2025
