bucket,games,share,claimed,actual,calibration_gap,z,clears_break_even
0-1,751,0.14809702228357327,0.5125039419502924,0.521970705725699,0.009466763775406672,1.2041871025285622,False
1-2,776,0.15302701636758037,0.5359296961202841,0.520618556701031,-0.015311139419253106,1.148733053788383,False
2-4,1254,0.2472885032537961,0.5706345855520992,0.5215311004784688,-0.04910348507363038,1.5249127357572398,False
4-6,884,0.17432459081049104,0.61666306748411,0.5282805429864253,-0.08838252449768469,1.6816819849907818,True
6-8,610,0.12029185564977322,0.6603467107170943,0.5245901639344263,-0.13575654678266802,1.2146644952683754,True
8-10,329,0.06487872214553342,0.703406220700822,0.5258358662613982,-0.17757035443942382,0.9372403389139528,True
10+,402,0.07927430487083416,0.7738358573090259,0.5099502487562189,-0.26388560855280707,0.39900373444305137,False
