market,bets,mean_clv,median_clv,sd_clv,sharpe_per_bet,p05,p25,p75,p95,beat_rate,total_clv_points,max_drawdown_points,max_drawdown_bets,longest_flat_or_down
margin,818,0.7689486552567237,0.0,3.308094611433114,0.23244457779386307,-3.5,-0.5,1.5,6.0,0.5814977973568282,629.0,-96.0,63,146
