group,games,pushes,graded,mean_clv,clv_se,clv_t,median_clv,beat_rate,beat_z,consensus_beat_rate,consensus_z,book_effect
all books,6718,1084,5634,0.4098690086335219,0.027332697583213793,14.995556416840481,0.0,0.5880369187078452,13.216098014026871,0.5885549329257939,13.59137925610223,0.0005180142179486147
5Dimes & sportbet,699,56,643,0.4670958512160229,0.0986247279141842,4.73609267264549,0.5,0.6065318818040435,5.402752596066925,0.5953488372093023,4.84312027039267,-0.011183044594741176
Bovada,3856,449,3407,0.38809647302904565,0.03536995267330105,10.972490594311697,0.5,0.5832110361021426,9.713975238790233,0.5874780573434757,10.228575491376935,0.004267021241333047
DraftKings,675,307,368,0.05555555555555555,0.06822553746464871,0.814292677200848,0.0,0.5027173913043478,0.1042572070285357,0.5308641975308642,1.4698618394803293,0.02814680622651644
ESPN Bet,1488,272,1216,0.6001344086021505,0.06053810773340472,9.913332792709648,1.0,0.6175986842105263,8.201612485872584,0.613979348689436,8.08851940392902,-0.0036193355210902833
