season,teams,mean_opponent,sd_opponent,easiest,hardest,spread
2018,219,-0.012461108976562765,0.05560269971968119,-0.2005967814887383,0.29368535531339973,0.49428213680213806
2019,217,-0.02297079652309022,0.06099770538196411,-0.387273057453465,0.1825841804156529,0.5698572378691179
2020,141,-0.017045942243690763,0.04574387573097906,-0.19812711642161912,0.0917275891768292,0.28985470559844834
2021,227,0.018802730355615943,0.06418242874561031,-0.20792843104949893,0.23179833667683264,0.43972676772633157
2022,293,-0.003550894774640249,0.046790183392626514,-0.1284931312611137,0.14200555871067944,0.27049868997179316
2023,274,-0.004853835463377214,0.05031204037585474,-0.11032574523529878,0.144165773008155,0.2544915182434538
2024,299,-0.012816231121087875,0.06295475250763821,-0.21845860625814045,0.26747661953270924,0.4859352257908497
2025,310,2.1916136398706347e-05,0.062724806327452,-0.1353115929024776,0.23103966693328593,0.36635125983576355
2026,228,-0.0066671137054674905,0.058015775933178935,-0.20335026995635114,0.140653266259269,0.34400353621562013
