market_weight,n,mae,rmse,bias,residual_sd,brier,ece,log_loss,mean_confidence
0.0,5071,13.285165091588096,16.712724746131094,-0.12945677166951156,16.71387141950892,0.2620307280397469,0.07826447888903754,0.7211544869359706,0.6006376311063768
0.1,5071,13.155257366110497,16.55254986102059,-0.15961403277903272,16.55341251969437,0.2596650772791447,0.06884731650661398,0.7151437675588752,0.5912204687239532
0.25,5071,12.984867492700792,16.34594974190095,-0.20484992444331893,16.346277906851288,0.256482169049478,0.058538650612985944,0.7074500337369717,0.5767429592682793
0.5,5071,12.778822769565977,16.095035633967186,-0.28024307721712605,16.094182647604907,0.25237930527172464,0.029427676753640924,0.6981847861807374,0.55180082897098
0.75,5071,12.672482647642163,15.965445991944854,-0.35563622999093336,15.963058569310395,0.25012093234991845,0.008458953098380144,0.6934070902037429,0.5261001053876269
0.9,5071,12.657871743570006,15.947273601236759,-0.40087212165521763,15.943806509548635,0.24978012235359942,0.011994497743048524,0.6927078913031658,0.510462864557077
1.0,5071,12.66638730033524,15.96013640148026,-0.4310293827647407,15.955888342123606,0.25,0.004794246903715549,0.6931471805599454,0.5
