game_id,season,week,market,prediction,threshold,model_version,refreshed_at
401871093,2026,8,margin,-3.966,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401871093,2026,8,total,47.288,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401871094,2026,8,margin,0.038,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401871094,2026,8,total,50.608,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856733,2026,9,margin,-0.530,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856733,2026,9,total,53.295,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856734,2026,9,margin,18.074,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856734,2026,9,total,51.223,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856735,2026,9,margin,8.173,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856735,2026,9,total,59.646,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856736,2026,9,margin,18.328,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856736,2026,9,total,44.950,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856737,2026,9,margin,4.566,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856737,2026,9,total,55.696,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856842,2026,9,margin,4.473,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856842,2026,9,total,50.930,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856843,2026,9,margin,7.778,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856843,2026,9,total,53.402,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856844,2026,9,margin,-1.739,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856844,2026,9,total,56.992,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856845,2026,9,margin,-4.752,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856845,2026,9,total,56.522,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856846,2026,9,margin,-3.676,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856846,2026,9,total,53.578,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856847,2026,9,margin,12.783,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856847,2026,9,total,48.625,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856848,2026,9,margin,-12.414,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856848,2026,9,total,59.348,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858277,2026,9,margin,10.635,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858277,2026,9,total,51.362,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858278,2026,9,margin,-17.817,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858278,2026,9,total,57.126,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858279,2026,9,margin,8.168,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858279,2026,9,total,48.563,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858280,2026,9,margin,3.409,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858280,2026,9,total,51.493,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858281,2026,9,margin,-1.518,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858281,2026,9,total,55.108,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858282,2026,9,margin,-15.688,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858282,2026,9,total,47.312,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858283,2026,9,margin,27.306,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858283,2026,9,total,55.259,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858284,2026,9,margin,6.723,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858284,2026,9,total,46.244,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858501,2026,9,margin,27.434,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858501,2026,9,total,49.745,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858502,2026,9,margin,17.294,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858502,2026,9,total,43.473,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858503,2026,9,margin,2.856,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858503,2026,9,total,61.921,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858504,2026,9,margin,0.977,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858504,2026,9,total,53.720,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858505,2026,9,margin,19.772,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858505,2026,9,total,51.852,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858506,2026,9,margin,22.869,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858506,2026,9,total,56.850,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858507,2026,9,margin,-9.754,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858507,2026,9,total,57.612,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858508,2026,9,margin,17.795,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858508,2026,9,total,50.410,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858509,2026,9,margin,-11.424,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858509,2026,9,total,53.408,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401859185,2026,9,margin,-6.639,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401859185,2026,9,total,53.615,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401860908,2026,9,margin,5.236,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401860908,2026,9,total,61.757,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401860909,2026,9,margin,-9.523,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401860909,2026,9,total,43.073,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401860910,2026,9,margin,15.296,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401860910,2026,9,total,58.752,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401860924,2026,9,margin,-4.571,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401860924,2026,9,total,47.988,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401861966,2026,9,margin,2.316,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401861966,2026,9,total,52.787,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401862812,2026,9,margin,18.999,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401862812,2026,9,total,66.088,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401862813,2026,9,margin,-18.327,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401862813,2026,9,total,51.704,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401862814,2026,9,margin,6.963,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401862814,2026,9,total,55.668,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401862815,2026,9,margin,8.476,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401862815,2026,9,total,54.949,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401862816,2026,9,margin,6.887,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401862816,2026,9,total,58.597,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401864529,2026,9,margin,-2.948,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401864529,2026,9,total,48.495,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401864530,2026,9,margin,11.582,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401864530,2026,9,total,51.575,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401864531,2026,9,margin,13.233,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401864531,2026,9,total,53.451,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401866451,2026,9,margin,3.459,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401866451,2026,9,total,50.208,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401866452,2026,9,margin,11.710,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401866452,2026,9,total,41.554,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401869846,2026,9,margin,6.282,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401869846,2026,9,total,48.417,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401869944,2026,9,margin,4.482,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401869944,2026,9,total,60.381,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401869963,2026,9,margin,13.797,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401869963,2026,9,total,50.495,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401871057,2026,9,margin,0.518,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401871057,2026,9,total,55.373,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401871058,2026,9,margin,-2.728,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401871058,2026,9,total,54.402,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401871059,2026,9,margin,2.967,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401871059,2026,9,total,47.194,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401871071,2026,9,margin,5.464,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401871071,2026,9,total,56.361,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401871072,2026,9,margin,7.228,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401871072,2026,9,total,56.811,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401871095,2026,9,margin,7.055,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401871095,2026,9,total,55.679,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401871096,2026,9,margin,10.300,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401871096,2026,9,total,50.798,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401871097,2026,9,margin,-2.505,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401871097,2026,9,total,51.437,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856738,2026,10,margin,2.227,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856738,2026,10,total,57.037,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856739,2026,10,margin,-2.796,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856739,2026,10,total,45.492,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856740,2026,10,margin,0.095,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856740,2026,10,total,46.432,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856741,2026,10,margin,-11.595,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856741,2026,10,total,57.572,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856742,2026,10,margin,4.142,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856742,2026,10,total,59.108,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856743,2026,10,margin,-3.721,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856743,2026,10,total,47.967,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856744,2026,10,margin,-10.583,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856744,2026,10,total,49.817,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856745,2026,10,margin,5.430,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856745,2026,10,total,53.140,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856849,2026,10,margin,3.360,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856849,2026,10,total,54.289,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856850,2026,10,margin,8.541,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856850,2026,10,total,54.336,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856851,2026,10,margin,8.909,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856851,2026,10,total,59.107,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856852,2026,10,margin,9.982,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856852,2026,10,total,56.140,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856853,2026,10,margin,0.067,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856853,2026,10,total,55.227,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856854,2026,10,margin,14.180,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856854,2026,10,total,49.138,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856855,2026,10,margin,11.355,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856855,2026,10,total,52.958,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856856,2026,10,margin,14.687,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856856,2026,10,total,54.958,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858285,2026,10,margin,-2.961,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858285,2026,10,total,47.733,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858286,2026,10,margin,7.254,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858286,2026,10,total,49.141,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858287,2026,10,margin,-13.201,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858287,2026,10,total,56.510,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858288,2026,10,margin,15.313,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858288,2026,10,total,58.619,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858289,2026,10,margin,-6.046,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858289,2026,10,total,56.778,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858291,2026,10,margin,-5.451,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858291,2026,10,total,48.371,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858292,2026,10,margin,-1.714,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858292,2026,10,total,51.252,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858510,2026,10,margin,-3.310,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858510,2026,10,total,55.895,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858511,2026,10,margin,12.310,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858511,2026,10,total,49.535,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858512,2026,10,margin,-9.751,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858512,2026,10,total,52.359,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858513,2026,10,margin,-11.788,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858513,2026,10,total,45.346,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858514,2026,10,margin,8.866,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858514,2026,10,total,51.653,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858515,2026,10,margin,-2.792,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858515,2026,10,total,67.620,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858516,2026,10,margin,-6.564,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858516,2026,10,total,48.977,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858517,2026,10,margin,3.370,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858517,2026,10,total,55.253,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401860911,2026,10,margin,-16.631,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401860911,2026,10,total,60.709,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401860912,2026,10,margin,1.734,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401860912,2026,10,total,61.545,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401860913,2026,10,margin,6.738,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401860913,2026,10,total,46.243,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401862817,2026,10,margin,-15.835,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401862817,2026,10,total,58.527,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401862818,2026,10,margin,1.870,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401862818,2026,10,total,58.227,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401862819,2026,10,margin,20.284,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401862819,2026,10,total,52.382,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401862820,2026,10,margin,13.473,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401862820,2026,10,total,57.486,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401862821,2026,10,margin,21.650,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401862821,2026,10,total,54.563,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401862822,2026,10,margin,9.966,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401862822,2026,10,total,51.541,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401862823,2026,10,margin,1.022,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401862823,2026,10,total,48.468,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401864532,2026,10,margin,1.527,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401864532,2026,10,total,52.216,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401864533,2026,10,margin,-7.226,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401864533,2026,10,total,45.648,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401864534,2026,10,margin,5.737,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401864534,2026,10,total,52.549,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401864535,2026,10,margin,11.133,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401864535,2026,10,total,48.089,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401866453,2026,10,margin,-4.051,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401866453,2026,10,total,53.079,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401866454,2026,10,margin,13.238,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401866454,2026,10,total,48.497,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401866455,2026,10,margin,0.170,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401866455,2026,10,total,51.699,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401866456,2026,10,margin,-6.727,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401866456,2026,10,total,44.859,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401866457,2026,10,margin,-16.323,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401866457,2026,10,total,51.901,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401869927,2026,10,margin,-0.437,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401869927,2026,10,total,54.445,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401869936,2026,10,margin,5.177,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401869936,2026,10,total,53.127,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401869945,2026,10,margin,-5.372,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401869945,2026,10,total,55.044,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401869951,2026,10,margin,5.898,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401869951,2026,10,total,50.106,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401869964,2026,10,margin,-11.533,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401869964,2026,10,total,55.566,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401869968,2026,10,margin,1.075,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401869968,2026,10,total,50.602,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401870795,2026,10,margin,2.192,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401870795,2026,10,total,51.213,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401871073,2026,10,margin,3.344,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401871073,2026,10,total,55.058,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401871074,2026,10,margin,3.368,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401871074,2026,10,total,52.383,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401871075,2026,10,margin,10.558,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401871075,2026,10,total,55.782,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401871076,2026,10,margin,-4.849,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401871076,2026,10,total,55.704,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401871098,2026,10,margin,-4.243,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401871098,2026,10,total,47.188,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856857,2026,11,margin,-7.035,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856857,2026,11,total,51.566,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856858,2026,11,margin,13.074,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856858,2026,11,total,58.829,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856859,2026,11,margin,7.610,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856859,2026,11,total,55.386,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856860,2026,11,margin,-3.578,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856860,2026,11,total,56.786,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856861,2026,11,margin,-5.950,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856861,2026,11,total,58.878,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856862,2026,11,margin,-6.298,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856862,2026,11,total,51.191,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856863,2026,11,margin,-12.013,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856863,2026,11,total,50.550,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856864,2026,11,margin,-5.368,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856864,2026,11,total,52.967,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856882,2026,11,margin,11.083,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856882,2026,11,total,55.714,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856883,2026,11,margin,19.125,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856883,2026,11,total,48.263,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856884,2026,11,margin,2.972,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856884,2026,11,total,50.221,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856885,2026,11,margin,6.344,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856885,2026,11,total,44.995,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856886,2026,11,margin,9.156,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856886,2026,11,total,58.065,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856887,2026,11,margin,3.864,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856887,2026,11,total,51.841,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856888,2026,11,margin,0.686,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856888,2026,11,total,53.279,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401856889,2026,11,margin,-7.939,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401856889,2026,11,total,54.188,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858293,2026,11,margin,-2.423,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858293,2026,11,total,57.798,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858294,2026,11,margin,22.162,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858294,2026,11,total,50.199,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858295,2026,11,margin,7.844,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858295,2026,11,total,47.809,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858296,2026,11,margin,24.124,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858296,2026,11,total,46.734,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858297,2026,11,margin,2.175,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858297,2026,11,total,48.804,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858298,2026,11,margin,-11.096,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858298,2026,11,total,51.562,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858299,2026,11,margin,13.484,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858299,2026,11,total,56.085,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858300,2026,11,margin,11.067,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858300,2026,11,total,53.597,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858301,2026,11,margin,12.175,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858301,2026,11,total,53.327,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858518,2026,11,margin,11.398,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858518,2026,11,total,53.470,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858519,2026,11,margin,17.983,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858519,2026,11,total,55.479,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858520,2026,11,margin,6.781,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858520,2026,11,total,55.614,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858521,2026,11,margin,-7.505,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858521,2026,11,total,51.309,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858522,2026,11,margin,26.299,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858522,2026,11,total,48.057,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
401858523,2026,11,margin,9.537,10.717,73d507ab32ad,2026-09-24T12:13:20+00:00
401858523,2026,11,total,52.338,9.165,64a8b2aa5365,2026-09-24T12:13:20+00:00
