sport,game_id,kickoff,model,home_margin,home_win_prob,as_of,fetched_at,detail
ncaaf,401858240,2026-09-27T02:30Z,sp_plus,-9.300,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ -7.4 home, 4.4 away"
ncaaf,401864509,2026-09-27T02:30Z,elo,3.350,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1441 home, 1423 away"
ncaaf,401864509,2026-09-27T02:30Z,fpi,-1.135,0.467,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401864509,2026-09-27T02:30Z,sp_plus,-4.300,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ -9.6 home, -2.8 away"
ncaaf,401858470,2026-09-27T03:00Z,elo,13.975,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1757 home, 1484 away"
ncaaf,401858470,2026-09-27T03:00Z,fpi,8.612,0.733,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401858470,2026-09-27T03:00Z,sp_plus,9.400,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ 12.8 home, 5.9 away"
ncaaf,401871049,2026-10-02T00:00Z,elo,3.392,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1261 home, 1242 away"
ncaaf,401871049,2026-10-02T00:00Z,fpi,4.347,0.625,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401871049,2026-10-02T00:00Z,sp_plus,3.300,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ -15.7 home, -16.5 away"
ncaaf,401862786,2026-10-02T01:00Z,elo,-13.025,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1271 home, 1646 away"
ncaaf,401862786,2026-10-02T01:00Z,fpi,3.746,0.608,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401862786,2026-10-02T01:00Z,sp_plus,10.500,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ -1.2 home, -9.2 away"
ncaaf,401858245,2026-10-02T23:00Z,elo,-5.150,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1489 home, 1675 away"
ncaaf,401858245,2026-10-02T23:00Z,fpi,1.411,0.541,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401858245,2026-10-02T23:00Z,sp_plus,4.500,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ 12.4 home, 10.4 away"
ncaaf,401871050,2026-10-02T23:00Z,elo,-10.483,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1414 home, 1728 away"
ncaaf,401871050,2026-10-02T23:00Z,fpi,-0.961,0.472,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401871050,2026-10-02T23:00Z,sp_plus,-2.600,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ -8.1 home, -3.0 away"
ncaaf,401858476,2026-10-03T00:00Z,elo,-10.233,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1625 home, 1933 away"
ncaaf,401858476,2026-10-03T00:00Z,fpi,-4.993,0.358,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401858476,2026-10-03T00:00Z,sp_plus,-8.900,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ 7.7 home, 19.1 away"
ncaaf,401856705,2026-10-03T04:00Z,elo,12.183,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1972 home, 1742 away"
ncaaf,401856705,2026-10-03T04:00Z,fpi,24.415,0.946,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401856705,2026-10-03T04:00Z,sp_plus,21.000,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ 28.2 home, 9.7 away"
ncaaf,401856707,2026-10-03T04:00Z,elo,-5.733,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1663 home, 1863 away"
ncaaf,401856707,2026-10-03T04:00Z,fpi,-6.571,0.316,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401856707,2026-10-03T04:00Z,sp_plus,-5.000,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ 12.0 home, 19.5 away"
ncaaf,401858249,2026-10-03T04:00Z,elo,-11.358,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1560 home, 1895 away"
ncaaf,401858249,2026-10-03T04:00Z,fpi,-14.908,0.148,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401858249,2026-10-03T04:00Z,sp_plus,-13.600,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ 7.1 home, 23.2 away"
ncaaf,401858250,2026-10-03T04:00Z,elo,-25.108,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1396 home, 2061 away"
ncaaf,401858250,2026-10-03T04:00Z,fpi,-19.126,0.096,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401858250,2026-10-03T04:00Z,sp_plus,-19.700,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ 4.5 home, 26.7 away"
ncaaf,401856807,2026-10-03T16:00Z,elo,10.225,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1481 home, 1298 away"
ncaaf,401856807,2026-10-03T16:00Z,fpi,17.441,0.886,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401856807,2026-10-03T16:00Z,sp_plus,24.400,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ 3.0 home, -18.9 away"
ncaaf,401856819,2026-10-03T16:00Z,elo,4.142,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1518 home, 1481 away"
ncaaf,401856819,2026-10-03T16:00Z,fpi,9.149,0.745,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401856819,2026-10-03T16:00Z,sp_plus,7.800,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ 10.8 home, 5.5 away"
ncaaf,401856822,2026-10-03T16:00Z,elo,14.058,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1683 home, 1408 away"
ncaaf,401856822,2026-10-03T16:00Z,fpi,2.227,0.565,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401856822,2026-10-03T16:00Z,sp_plus,4.500,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ 5.8 home, 3.8 away"
ncaaf,401858246,2026-10-03T16:00Z,elo,16.183,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1706 home, 1380 away"
ncaaf,401858246,2026-10-03T16:00Z,fpi,22.338,0.932,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401858246,2026-10-03T16:00Z,sp_plus,19.400,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ 12.0 home, -4.9 away"
ncaaf,401858251,2026-10-03T16:00Z,elo,11.058,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1514 home, 1311 away"
ncaaf,401858251,2026-10-03T16:00Z,fpi,18.010,0.892,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401858251,2026-10-03T16:00Z,sp_plus,13.500,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ 3.6 home, -7.4 away"
ncaaf,401858252,2026-10-03T16:00Z,elo,10.267,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1474 home, 1290 away"
ncaaf,401858252,2026-10-03T16:00Z,fpi,-5.978,0.331,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401858252,2026-10-03T16:00Z,sp_plus,-2.500,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ -5.2 home, -0.2 away"
ncaaf,401858474,2026-10-03T16:00Z,elo,-7.858,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1484 home, 1735 away"
ncaaf,401858474,2026-10-03T16:00Z,fpi,-12.247,0.192,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401858474,2026-10-03T16:00Z,sp_plus,-6.700,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ 5.9 home, 15.1 away"
ncaaf,401862791,2026-10-03T16:00Z,elo,-1.150,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1423 home, 1513 away"
ncaaf,401862791,2026-10-03T16:00Z,fpi,5.148,0.647,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401862791,2026-10-03T16:00Z,sp_plus,2.000,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ -2.8 home, -2.3 away"
ncaaf,401858479,2026-10-03T16:30Z,elo,4.392,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1580 home, 1537 away"
ncaaf,401858479,2026-10-03T16:30Z,fpi,2.790,0.581,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401858479,2026-10-03T16:30Z,sp_plus,5.300,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ 5.1 home, 2.3 away"
ncaaf,401866432,2026-10-03T17:00Z,elo,-7.025,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1288 home, 1519 away"
ncaaf,401866432,2026-10-03T17:00Z,fpi,-15.175,0.144,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401866432,2026-10-03T17:00Z,sp_plus,-11.000,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ -16.1 home, -2.6 away"
ncaaf,401866431,2026-10-03T18:00Z,elo,-17.400,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1081 home, 1561 away"
ncaaf,401866431,2026-10-03T18:00Z,fpi,-18.268,0.105,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401866431,2026-10-03T18:00Z,sp_plus,-16.400,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ -24.3 home, -5.4 away"
ncaaf,401856708,2026-10-03T19:30Z,elo,3.517,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1690 home, 1668 away"
ncaaf,401856708,2026-10-03T19:30Z,fpi,-3.253,0.406,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401856708,2026-10-03T19:30Z,sp_plus,-0.300,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ 15.0 home, 17.8 away"
ncaaf,401856710,2026-10-03T19:30Z,elo,6.892,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1771 home, 1668 away"
ncaaf,401856710,2026-10-03T19:30Z,fpi,8.121,0.722,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401856710,2026-10-03T19:30Z,sp_plus,11.100,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ 20.2 home, 11.6 away"
ncaaf,401858247,2026-10-03T19:30Z,elo,8.017,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1480 home, 1350 away"
ncaaf,401858247,2026-10-03T19:30Z,fpi,-1.244,0.464,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401858247,2026-10-03T19:30Z,sp_plus,-1.600,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ -3.3 home, 0.8 away"
ncaaf,401858248,2026-10-03T19:30Z,elo,-4.900,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1510 home, 1690 away"
ncaaf,401858248,2026-10-03T19:30Z,fpi,-10.159,0.233,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401858248,2026-10-03T19:30Z,sp_plus,-5.800,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ 5.0 home, 13.3 away"
ncaaf,401858253,2026-10-03T19:30Z,elo,0.142,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1553 home, 1612 away"
ncaaf,401858253,2026-10-03T19:30Z,fpi,1.200,0.535,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401858253,2026-10-03T19:30Z,sp_plus,-2.500,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ 5.5 home, 10.5 away"
ncaaf,401858473,2026-10-03T19:30Z,elo,-5.192,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1845 home, 2032 away"
ncaaf,401858473,2026-10-03T19:30Z,fpi,-14.559,0.153,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401858473,2026-10-03T19:30Z,sp_plus,-9.900,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ 17.3 home, 29.7 away"
ncaaf,401862787,2026-10-03T19:30Z,elo,-12.275,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1169 home, 1526 away"
ncaaf,401862787,2026-10-03T19:30Z,fpi,-13.669,0.168,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401862787,2026-10-03T19:30Z,sp_plus,-25.300,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ -24.1 home, 3.7 away"
ncaaf,401862793,2026-10-03T19:30Z,fpi,22.787,0.935,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401864515,2026-10-03T19:30Z,elo,16.183,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1594 home, 1268 away"
ncaaf,401864515,2026-10-03T19:30Z,fpi,24.761,0.948,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401864515,2026-10-03T19:30Z,sp_plus,28.100,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ 10.6 home, -15.0 away"
ncaaf,401866430,2026-10-03T19:30Z,elo,19.017,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1291 home, 897 away"
ncaaf,401866430,2026-10-03T19:30Z,fpi,3.970,0.614,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401866430,2026-10-03T19:30Z,sp_plus,8.400,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ -14.9 home, -20.8 away"
ncaaf,401866433,2026-10-03T19:30Z,elo,-2.067,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1076 home, 1188 away"
ncaaf,401866433,2026-10-03T19:30Z,fpi,11.197,0.788,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401866433,2026-10-03T19:30Z,sp_plus,1.500,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ -19.9 home, -18.9 away"
ncaaf,401866434,2026-10-03T19:30Z,elo,-10.358,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1007 home, 1318 away"
ncaaf,401866434,2026-10-03T19:30Z,fpi,-11.621,0.204,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401866434,2026-10-03T19:30Z,sp_plus,-9.600,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ -24.8 home, -12.7 away"
ncaaf,401866477,2026-10-03T19:30Z,elo,8.058,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1263 home, 1132 away"
ncaaf,401866477,2026-10-03T19:30Z,fpi,17.614,0.888,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401866477,2026-10-03T19:30Z,sp_plus,18.500,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ -6.0 home, -22.0 away"
ncaaf,401869956,2026-10-03T19:30Z,elo,1.725,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1274 home, 1295 away"
ncaaf,401869956,2026-10-03T19:30Z,fpi,1.022,0.530,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401869956,2026-10-03T19:30Z,sp_plus,-10.100,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ -19.6 home, -7.0 away"
ncaaf,401869962,2026-10-03T19:45Z,elo,18.683,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1777 home, 1391 away"
ncaaf,401869962,2026-10-03T19:45Z,fpi,18.657,0.899,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401869962,2026-10-03T19:45Z,sp_plus,19.700,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ 6.2 home, -11.0 away"
ncaaf,401858475,2026-10-03T20:00Z,elo,12.225,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1705 home, 1474 away"
ncaaf,401858475,2026-10-03T20:00Z,fpi,12.275,0.808,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401858475,2026-10-03T20:00Z,sp_plus,9.100,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ 14.5 home, 7.9 away"
ncaaf,401864514,2026-10-03T20:00Z,elo,20.475,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1559 home, 1130 away"
ncaaf,401864514,2026-10-03T20:00Z,fpi,25.624,0.953,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401864514,2026-10-03T20:00Z,sp_plus,27.000,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ 4.8 home, -19.7 away"
ncaaf,401856709,2026-10-03T20:15Z,elo,11.558,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1721 home, 1506 away"
ncaaf,401856709,2026-10-03T20:15Z,fpi,6.125,0.672,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401856709,2026-10-03T20:15Z,sp_plus,9.000,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ 13.0 home, 6.5 away"
ncaaf,401858472,2026-10-03T20:15Z,elo,14.183,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1589 home, 1311 away"
ncaaf,401858472,2026-10-03T20:15Z,fpi,10.240,0.769,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401858472,2026-10-03T20:15Z,sp_plus,15.700,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ 11.1 home, -2.1 away"
ncaaf,401860899,2026-10-03T22:00Z,elo,4.350,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1327 home, 1285 away"
ncaaf,401860899,2026-10-03T22:00Z,fpi,-1.090,0.468,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401860899,2026-10-03T22:00Z,sp_plus,-1.600,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ -6.6 home, -2.5 away"
ncaaf,401862790,2026-10-03T22:00Z,fpi,30.571,0.973,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401856711,2026-10-03T23:00Z,elo,17.517,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1824 home, 1466 away"
ncaaf,401856711,2026-10-03T23:00Z,fpi,23.199,0.938,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401856711,2026-10-03T23:00Z,sp_plus,21.100,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ 18.3 home, -0.3 away"
ncaaf,401856818,2026-10-03T23:00Z,elo,-0.025,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1629 home, 1692 away"
ncaaf,401856818,2026-10-03T23:00Z,fpi,-6.671,0.314,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401856818,2026-10-03T23:00Z,sp_plus,-3.800,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ 11.2 home, 17.5 away"
ncaaf,401862788,2026-10-03T23:00Z,elo,-11.733,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1162 home, 1506 away"
ncaaf,401862788,2026-10-03T23:00Z,fpi,-10.382,0.228,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401862788,2026-10-03T23:00Z,sp_plus,-11.000,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ -14.9 home, -1.4 away"
ncaaf,401869942,2026-10-03T23:00Z,elo,-1.192,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1267 home, 1358 away"
ncaaf,401869942,2026-10-03T23:00Z,fpi,-0.778,0.477,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401869942,2026-10-03T23:00Z,sp_plus,0.000,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ -10.2 home, -7.7 away"
ncaaf,401871089,2026-10-03T23:00Z,elo,15.683,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1393 home, 1079 away"
ncaaf,401871089,2026-10-03T23:00Z,fpi,17.909,0.891,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401871089,2026-10-03T23:00Z,sp_plus,18.400,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ -12.1 home, -28.0 away"
ncaaf,401856821,2026-10-03T23:30Z,elo,-18.692,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1330 home, 1841 away"
ncaaf,401856821,2026-10-03T23:30Z,fpi,-14.705,0.151,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401856821,2026-10-03T23:30Z,sp_plus,-17.200,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ -1.2 home, 18.5 away"
ncaaf,401858478,2026-10-03T23:30Z,elo,5.100,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1817 home, 1757 away"
ncaaf,401858478,2026-10-03T23:30Z,fpi,13.494,0.830,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401858478,2026-10-03T23:30Z,sp_plus,11.300,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ 21.6 home, 12.8 away"
ncaaf,401860898,2026-10-03T23:30Z,elo,13.475,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1609 home, 1348 away"
ncaaf,401860898,2026-10-03T23:30Z,fpi,20.062,0.913,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401860898,2026-10-03T23:30Z,sp_plus,18.700,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ 6.9 home, -9.3 away"
ncaaf,401862792,2026-10-03T23:30Z,elo,17.017,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1676 home, 1330 away"
ncaaf,401862792,2026-10-03T23:30Z,fpi,8.990,0.742,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401862792,2026-10-03T23:30Z,sp_plus,10.900,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ 1.9 home, -6.5 away"
ncaaf,401869842,2026-10-03T23:30Z,elo,-3.775,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1377 home, 1530 away"
ncaaf,401869842,2026-10-03T23:30Z,fpi,-0.881,0.474,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401869842,2026-10-03T23:30Z,sp_plus,-5.900,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ -8.2 home, 0.2 away"
ncaaf,401856706,2026-10-03T23:45Z,fpi,51.582,0.998,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401858477,2026-10-04T00:00Z,elo,-27.817,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1391 home, 2121 away"
ncaaf,401858477,2026-10-04T00:00Z,fpi,-28.094,0.036,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401858477,2026-10-04T00:00Z,sp_plus,-25.700,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ -2.4 home, 25.8 away"
ncaaf,401869932,2026-10-04T00:00Z,elo,5.850,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1397 home, 1319 away"
ncaaf,401869932,2026-10-04T00:00Z,fpi,7.554,0.708,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401869932,2026-10-04T00:00Z,sp_plus,4.800,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ -7.2 home, -9.5 away"
ncaaf,401860921,2026-10-04T01:30Z,elo,-0.650,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"Elo 1533 home, 1611 away"
ncaaf,401860921,2026-10-04T01:30Z,fpi,-4.155,0.380,2026-09-26T11:00Z,2026-09-26T15:13:49.142330+00:00,
ncaaf,401860921,2026-10-04T01:30Z,sp_plus,-2.700,,2026-09-26T15:13:49.142330+00:00,2026-09-26T15:13:49.142330+00:00,"SP+ -5.6 home, -0.4 away"
