captured_at,conference,report_id,publish_date,posted_time,time_zone,report_type,team,opponent,number,player,status,exempt
2026-09-26T15:08:58+00:00,ACC,2836,2026-09-26,10:00:00,ET,Game Day,Boston College,Virginia Tech,11,Femi Babalola,Available,NonExempt
2026-09-26T15:08:58+00:00,ACC,2836,2026-09-26,10:00:00,ET,Game Day,Boston College,Virginia Tech,15,Grayson Wilson,Available,NonExempt
2026-09-26T15:08:58+00:00,ACC,2836,2026-09-26,10:00:00,ET,Game Day,Boston College,Virginia Tech,7,Jake Coniglio,Available,NonExempt
2026-09-26T15:08:58+00:00,ACC,2836,2026-09-26,10:00:00,ET,Game Day,Boston College,Virginia Tech,10,Mason McKenzie,Available,NonExempt
2026-09-26T15:08:58+00:00,ACC,2836,2026-09-26,10:00:00,ET,Game Day,Virginia Tech,Boston College,22,Bryce Baker,Available,NonExempt
2026-09-26T15:08:58+00:00,ACC,2836,2026-09-26,10:00:00,ET,Game Day,Virginia Tech,Boston College,17,Ethan Grunkemeyer,Available,NonExempt
2026-09-26T15:08:58+00:00,ACC,2836,2026-09-26,10:00:00,ET,Game Day,Virginia Tech,Boston College,12,Kelden Ryan,Available,NonExempt
2026-09-26T15:08:58+00:00,ACC,2836,2026-09-26,10:00:00,ET,Game Day,Virginia Tech,Boston College,14,Troy Huhn,Available,NonExempt
2026-09-26T15:08:58+00:00,SEC,2820,2026-09-26,9:30:00,CT,Game Day,Tennessee,Texas,11,Faizon Brandon,Available,NonExempt
2026-09-26T15:08:58+00:00,SEC,2820,2026-09-26,9:30:00,CT,Game Day,Tennessee,Texas,12,George MacIntyre,Available,NonExempt
2026-09-26T15:08:58+00:00,SEC,2820,2026-09-26,9:30:00,CT,Game Day,Tennessee,Texas,13,Mason Phillips,Exempt,Exempt
2026-09-26T15:08:58+00:00,SEC,2820,2026-09-26,9:30:00,CT,Game Day,Tennessee,Texas,8,Ryan Staub,Available,NonExempt
2026-09-26T15:08:58+00:00,SEC,2820,2026-09-26,9:30:00,CT,Game Day,Texas,Tennessee,16,Arch Manning,Available,NonExempt
2026-09-26T15:08:58+00:00,SEC,2820,2026-09-26,9:30:00,CT,Game Day,Texas,Tennessee,6,Dia Bell,Available,NonExempt
2026-09-26T15:08:58+00:00,SEC,2820,2026-09-26,9:30:00,CT,Game Day,Texas,Tennessee,9,"Karle ""KJ"" Lacey Jr.",Available,NonExempt
2026-09-26T15:08:58+00:00,SEC,2820,2026-09-26,9:30:00,CT,Game Day,Texas,Tennessee,25,Luke Dunham,Exempt,Exempt
2026-09-26T15:08:58+00:00,SEC,2820,2026-09-26,9:30:00,CT,Game Day,Texas,Tennessee,19,MJ Morris,Available,NonExempt
