draft_group_id,slate,starts_at,season,week,player_id_dk,player_id,name,position,team,opponent,salary,status,projection,low,high,p_play,projected_at
153769,Main,2026-09-27T17:00:00+00:00,2026,3,1290165,00-0040206,Riley Leonard,QB,IND,HOU,4000.000,,0.970,0.000,0.000,0.078,2026-09-25T01:05:59+00:00
153769,Main,2026-09-27T17:00:00+00:00,2026,3,1333868,00-0040234,Quinn Ewers,QB,JAX,NE,4000.000,,2.130,0.000,9.810,0.166,2026-09-25T01:05:59+00:00
153769,Main,2026-09-27T17:00:00+00:00,2026,3,1378287,00-0041056,Cade Klubnik,QB,NYJ,DET,4000.000,,2.740,0.000,13.370,0.161,2026-09-25T01:05:59+00:00
153769,Main,2026-09-27T17:00:00+00:00,2026,3,1379258,00-0041565,Drew Allar,QB,PIT,CIN,4000.000,,0.730,0.000,0.000,0.044,2026-09-25T01:05:59+00:00
153769,Main,2026-09-27T17:00:00+00:00,2026,3,1400786,00-0041562,Fernando Mendoza,QB,LV,NO,4300.000,,2.750,0.000,13.490,0.161,2026-09-25T01:05:59+00:00
153769,Main,2026-09-27T17:00:00+00:00,2026,3,1448305,00-0041203,Joey Aguilar,QB,JAX,NE,4000.000,,0.710,0.000,0.000,0.041,2026-09-25T01:05:59+00:00
153769,Main,2026-09-27T17:00:00+00:00,2026,3,501150,00-0029892,Kyle Juszczyk,RB,SF,ARI,4000.000,,5.030,0.070,12.080,0.946,2026-09-25T01:05:59+00:00
153769,Main,2026-09-27T17:00:00+00:00,2026,3,556483,00-0031595,Michael Burton,RB,CLE,CAR,4000.000,,1.730,0.000,7.540,0.551,2026-09-25T01:05:59+00:00
153769,Main,2026-09-27T17:00:00+00:00,2026,3,590796,00-0032104,Ameer Abdullah,RB,JAX,NE,4000.000,,2.400,0.000,8.490,0.707,2026-09-25T01:05:59+00:00
153769,Main,2026-09-27T17:00:00+00:00,2026,3,658389,00-0033376,Patrick Ricard,RB,NYG,TEN,4000.000,,1.040,-1.110,5.350,0.931,2026-09-25T01:05:59+00:00
153769,Main,2026-09-27T17:00:00+00:00,2026,3,703015,00-0033854,Dare Ogunbowale,RB,LV,NO,4000.000,,0.530,0.000,2.980,0.219,2026-09-25T01:05:59+00:00
153769,Main,2026-09-27T17:00:00+00:00,2026,3,732145,00-0032764,Derrick Henry,RB,BAL,DAL,7700.000,,21.040,5.060,38.550,0.963,2026-09-25T01:05:59+00:00
153769,Main,2026-09-27T17:00:00+00:00,2026,3,741314,00-0033293,Aaron Jones Sr.,RB,MIN,TB,5900.000,Q,10.830,2.100,21.490,0.969,2026-09-25T01:05:59+00:00
153769,Main,2026-09-27T17:00:00+00:00,2026,3,742390,00-0033553,James Conner,RB,ARI,SF,4000.000,IR,1.250,0.000,1.870,0.106,2026-09-25T01:05:59+00:00
153769,Main,2026-09-27T17:00:00+00:00,2026,3,750846,00-0033906,Alvin Kamara,RB,NO,LV,4800.000,,8.030,1.030,17.030,0.955,2026-09-25T01:05:59+00:00
153769,Main,2026-09-27T17:00:00+00:00,2026,3,820734,00-0033526,Samaje Perine,RB,CIN,PIT,4100.000,,6.140,0.280,14.020,0.938,2026-09-25T01:05:59+00:00
153769,Main,2026-09-27T17:00:00+00:00,2026,3,824428,00-0034959,Andrew Beck,RB,NYJ,DET,4000.000,,1.620,0.000,6.760,0.725,2026-09-25T01:05:59+00:00
153769,Main,2026-09-27T17:00:00+00:00,2026,3,830517,00-0033280,Christian McCaffrey,RB,SF,ARI,8300.000,,20.660,5.370,37.490,0.977,2026-09-25T01:05:59+00:00
153769,Main,2026-09-27T17:00:00+00:00,2026,3,837594,00-0033955,Jeremy McNichols,RB,WAS,SEA,4000.000,IR,0.820,0.000,4.430,0.225,2026-09-25T01:05:59+00:00
153769,Main,2026-09-27T17:00:00+00:00,2026,3,877784,00-0035537,Ty Johnson,RB,BUF,LAC,4000.000,,4.390,0.000,14.790,0.546,2026-09-25T01:05:59+00:00
153769,Main,2026-09-27T17:00:00+00:00,2026,3,880322,00-0035125,Alec Ingold,RB,LAC,BUF,4000.000,,1.240,-1.090,5.710,0.925,2026-09-25T01:05:59+00:00
153769,Main,2026-09-27T17:00:00+00:00,2026,3,880398,00-0035261,Tony Pollard,RB,TEN,NYG,5400.000,Q,10.190,1.880,20.460,0.968,2026-09-25T01:05:59+00:00
153769,Main,2026-09-27T17:00:00+00:00,2026,3,912553,00-0035924,Jonathan Ward,RB,BAL,DAL,4000.000,,0.170,0.000,0.410,0.154,2026-09-25T01:05:59+00:00
153769,Main,2026-09-27T17:00:00+00:00,2026,3,915066,00-0036187,Reggie Gilliam,RB,NE,JAX,4000.000,Q,0.720,0.000,4.830,0.729,2026-09-25T01:05:59+00:00
153769,Main,2026-09-27T17:00:00+00:00,2026,3,916466,00-0035250,Devin Singletary,RB,NYG,TEN,4200.000,,7.360,0.470,16.210,0.928,2026-09-25T01:05:59+00:00
153769,Main,2026-09-27T17:00:00+00:00,2026,3,919304,00-0037745,Velus Jones Jr.,RB,SEA,WAS,4000.000,,0.210,0.000,0.870,0.175,2026-09-25T01:05:59+00:00
153769,Main,2026-09-27T17:00:00+00:00,2026,3,922484,00-0035594,Travis Homer,RB,PIT,CIN,4000.000,,0.480,0.000,4.310,0.722,2026-09-25T01:05:59+00:00
153769,Main,2026-09-27T17:00:00+00:00,2026,3,923109,00-0034975,Justice Hill,RB,BAL,DAL,4200.000,,5.470,0.120,12.870,0.939,2026-09-25T01:05:59+00:00
153769,Main,2026-09-27T17:00:00+00:00,2026,3,933480,00-0036139,Rico Dowdle,RB,PIT,CIN,4700.000,Q,7.510,0.830,16.200,0.952,2026-09-25T01:05:59+00:00
153769,Main,2026-09-27T17:00:00+00:00,2026,3,946739,00-0035685,David Montgomery,RB,HOU,IND,6000.000,,9.540,1.050,19.920,0.930,2026-09-25T01:05:59+00:00
153769,Main,2026-09-27T17:00:00+00:00,2026,3,946748,00-0036842,Kene Nwangwu,RB,NYJ,DET,4000.000,Q,0.410,0.000,3.080,0.282,2026-09-25T01:05:59+00:00
153769,Main,2026-09-27T17:00:00+00:00,2026,3,973964,00-0036893,Najee Harris,RB,NYG,TEN,4700.000,,4.660,0.000,11.970,0.872,2026-09-25T01:05:59+00:00
153769,Main,2026-09-27T17:00:00+00:00,2026,3,975028,00-0037563,Malik Davis,RB,DAL,BAL,4000.000,IR,0.980,0.000,4.830,0.184,2026-09-25T01:05:59+00:00
153769,Main,2026-09-27T17:00:00+00:00,2026,3,976309,00-0036425,DeeJay Dallas,RB,MIN,TB,4200.000,Q,1.350,0.000,6.000,0.833,2026-09-25T01:05:59+00:00
153769,Main,2026-09-27T17:00:00+00:00,2026,3,976329,00-0036924,Michael Carter,RB,TEN,NYG,4000.000,,1.240,0.000,6.140,0.184,2026-09-25T01:05:59+00:00
153769,Main,2026-09-27T17:00:00+00:00,2026,3,978577,00-0036973,Travis Etienne Jr.,RB,NO,LV,5800.000,Q,13.550,2.890,26.020,0.967,2026-09-25T01:05:59+00:00
153769,Main,2026-09-27T17:00:00+00:00,2026,3,1057457,00-0037304,Connor Heyward,RB,LV,NO,4000.000,,1.600,0.000,6.760,0.704,2026-09-25T01:05:59+00:00
153769,Main,2026-09-27T17:00:00+00:00,2026,3,1057725,00-0038930,Carlos Washington Jr.,RB,MIA,KC,4000.000,,0.510,0.000,2.260,0.165,2026-09-25T01:05:59+00:00
