game_id,season,week,season_type,market,abs_edge,claimed,won
401282255,2021,11,regular,margin,3.032,0.611,0.000
401282255,2021,11,regular,total,3.500,0.581,1.000
401282256,2021,11,regular,margin,0.726,0.528,1.000
401282256,2021,11,regular,total,5.470,0.625,0.000
401282257,2021,11,regular,margin,0.387,0.516,1.000
401282257,2021,11,regular,total,3.458,0.579,1.000
401282258,2021,11,regular,margin,2.499,0.552,0.000
401282258,2021,11,regular,total,6.530,0.647,1.000
401282259,2021,11,regular,margin,6.813,0.663,0.000
401282259,2021,11,regular,total,16.035,0.824,0.000
401282260,2021,11,regular,margin,4.821,0.629,1.000
401282260,2021,11,regular,total,1.018,0.523,1.000
401282683,2021,11,regular,margin,2.998,0.595,0.000
401282683,2021,11,regular,total,7.007,0.658,1.000
401282684,2021,11,regular,margin,6.383,0.677,1.000
401282684,2021,11,regular,total,0.525,0.513,1.000
401282685,2021,11,regular,margin,0.429,0.507,1.000
401282685,2021,11,regular,total,2.083,0.543,0.000
401282686,2021,11,regular,margin,4.649,0.629,0.000
401282686,2021,11,regular,total,7.094,0.659,0.000
401282687,2021,11,regular,margin,3.364,0.586,1.000
401282687,2021,11,regular,total,2.093,0.548,1.000
401282688,2021,11,regular,margin,2.242,0.597,0.000
401282688,2021,11,regular,total,1.099,0.520,0.000
401282689,2021,11,regular,margin,2.599,0.570,1.000
401282689,2021,11,regular,total,4.444,0.603,1.000
401282690,2021,11,regular,margin,3.196,0.599,1.000
401282690,2021,11,regular,total,1.889,0.544,0.000
401282728,2021,11,regular,margin,1.718,0.562,1.000
401282728,2021,11,regular,total,9.319,0.707,0.000
401282762,2021,11,regular,margin,2.459,0.544,1.000
401282762,2021,11,regular,total,1.625,0.544,1.000
401282771,2021,11,regular,margin,0.075,0.523,0.000
401282771,2021,11,regular,total,3.188,0.573,0.000
401282780,2021,11,regular,margin,3.658,0.593,0.000
401282780,2021,11,regular,total,4.630,0.607,0.000
401282806,2021,11,regular,margin,5.761,0.649,0.000
401282806,2021,11,regular,total,2.355,0.557,1.000
401282812,2021,11,regular,margin,1.788,0.535,0.000
401282812,2021,11,regular,total,9.531,0.710,0.000
401287938,2021,11,regular,margin,0.739,0.550,1.000
401287938,2021,11,regular,total,6.341,0.644,1.000
401287939,2021,11,regular,margin,1.940,0.570,0.000
401287939,2021,11,regular,total,4.257,0.595,0.000
401287940,2021,11,regular,margin,0.492,0.512,0.000
401287940,2021,11,regular,total,1.893,0.543,0.000
401287941,2021,11,regular,margin,0.355,0.504,1.000
401287941,2021,11,regular,total,0.705,0.516,1.000
401287942,2021,11,regular,margin,1.370,0.531,0.000
401287942,2021,11,regular,total,1.940,0.545,0.000
401301040,2021,11,regular,margin,0.697,0.503,0.000
401301040,2021,11,regular,total,1.431,0.533,0.000
401301041,2021,11,regular,margin,5.121,0.665,0.000
401301041,2021,11,regular,total,3.515,0.581,1.000
401301042,2021,11,regular,margin,6.442,0.689,1.000
401301042,2021,11,regular,total,0.927,0.527,1.000
401301043,2021,11,regular,margin,2.251,0.551,0.000
401301043,2021,11,regular,total,4.936,0.613,0.000
401301044,2021,11,regular,margin,1.868,0.564,0.000
401301044,2021,11,regular,total,0.055,0.502,0.000
401308840,2021,11,regular,margin,3.000,0.613,0.000
401308840,2021,11,regular,total,7.245,0.663,0.000
401309583,2021,11,regular,margin,0.217,0.511,1.000
401309583,2021,11,regular,total,0.282,0.501,1.000
401309584,2021,11,regular,margin,2.459,0.559,1.000
401309584,2021,11,regular,total,3.089,0.571,0.000
401309585,2021,11,regular,margin,3.273,0.562,1.000
401309585,2021,11,regular,total,0.600,0.515,1.000
401309586,2021,11,regular,margin,2.425,0.580,1.000
401309586,2021,11,regular,total,11.428,0.747,0.000
401309587,2021,11,regular,margin,0.892,0.510,0.000
401309587,2021,11,regular,total,2.809,0.565,1.000
401309637,2021,11,regular,margin,2.913,0.569,0.000
401309637,2021,11,regular,total,4.568,0.611,0.000
401309638,2021,11,regular,margin,2.973,0.581,1.000
401309638,2021,11,regular,total,1.950,0.545,0.000
401309639,2021,11,regular,margin,1.891,0.544,0.000
401309639,2021,11,regular,total,0.304,0.507,1.000
401309640,2021,11,regular,margin,3.048,0.565,1.000
401309640,2021,11,regular,total,1.775,0.542,1.000
401309641,2021,11,regular,margin,3.734,0.594,1.000
401309641,2021,11,regular,total,2.273,0.553,1.000
401309894,2021,11,regular,margin,6.618,0.687,0.000
401309894,2021,11,regular,total,0.477,0.517,1.000
401309895,2021,11,regular,margin,1.086,0.531,0.000
401309895,2021,11,regular,total,2.878,0.561,0.000
401309896,2021,11,regular,margin,6.154,0.641,1.000
401309896,2021,11,regular,total,7.673,0.673,1.000
401309897,2021,11,regular,margin,4.646,0.640,1.000
401309897,2021,11,regular,total,2.003,0.548,1.000
401309898,2021,11,regular,margin,7.016,0.678,0.000
401309898,2021,11,regular,total,2.901,0.573,0.000
401310741,2021,11,regular,margin,2.181,0.573,0.000
401310741,2021,11,regular,total,1.803,0.543,1.000
401310742,2021,11,regular,margin,1.663,0.559,0.000
401310742,2021,11,regular,total,5.580,0.628,0.000
401310743,2021,11,regular,margin,6.403,0.658,0.000
401310743,2021,11,regular,total,5.767,0.632,0.000
401310744,2021,11,regular,margin,4.833,0.653,1.000
401310744,2021,11,regular,total,0.789,0.518,1.000
401310745,2021,11,regular,margin,0.818,0.554,1.000
401310745,2021,11,regular,total,5.210,0.619,1.000
401310746,2021,11,regular,margin,0.876,0.506,1.000
401310746,2021,11,regular,total,3.537,0.583,0.000
401282135,2021,12,regular,margin,0.953,0.503,0.000
401282135,2021,12,regular,total,0.361,0.509,1.000
401282137,2021,12,regular,margin,12.574,0.811,0.000
401282137,2021,12,regular,total,9.720,0.714,0.000
401282138,2021,12,regular,margin,1.125,0.526,1.000
401282138,2021,12,regular,total,3.183,0.574,0.000
401282139,2021,12,regular,margin,10.096,0.750,1.000
401282139,2021,12,regular,total,7.091,0.660,1.000
401282141,2021,12,regular,margin,1.581,0.515,0.000
401282141,2021,12,regular,total,7.856,0.676,1.000
401282142,2021,12,regular,margin,1.485,0.516,0.000
401282142,2021,12,regular,total,10.634,0.728,0.000
401282143,2021,12,regular,margin,9.551,0.743,0.000
401282143,2021,12,regular,total,1.900,0.544,0.000
401282261,2021,12,regular,margin,4.410,0.615,0.000
401282261,2021,12,regular,total,7.030,0.659,0.000
401282262,2021,12,regular,margin,7.951,0.731,0.000
401282262,2021,12,regular,total,4.791,0.604,0.000
401282263,2021,12,regular,margin,7.255,0.721,0.000
401282263,2021,12,regular,total,5.168,0.618,0.000
401282264,2021,12,regular,margin,0.371,0.510,1.000
401282264,2021,12,regular,total,9.520,0.711,1.000
401282265,2021,12,regular,margin,0.487,0.517,1.000
401282265,2021,12,regular,total,0.847,0.521,0.000
401282266,2021,12,regular,margin,1.316,0.569,0.000
401282266,2021,12,regular,total,11.060,0.736,0.000
401282267,2021,12,regular,margin,1.561,0.524,0.000
401282267,2021,12,regular,total,0.655,0.515,0.000
401282691,2021,12,regular,margin,3.837,0.576,0.000
401282691,2021,12,regular,total,2.329,0.554,0.000
401282692,2021,12,regular,margin,2.951,0.582,1.000
401282692,2021,12,regular,total,3.106,0.572,0.000
401282693,2021,12,regular,margin,0.332,0.534,0.000
401282693,2021,12,regular,total,6.237,0.642,1.000
401282694,2021,12,regular,margin,3.057,0.614,0.000
401282694,2021,12,regular,total,2.201,0.551,0.000
401282695,2021,12,regular,margin,0.031,0.523,0.000
401282695,2021,12,regular,total,1.559,0.537,1.000
401282697,2021,12,regular,margin,0.323,0.503,1.000
401282697,2021,12,regular,total,5.344,0.616,1.000
401282698,2021,12,regular,margin,5.654,0.655,1.000
401282698,2021,12,regular,total,3.532,0.581,0.000
401282721,2021,12,regular,margin,1.484,0.528,0.000
401282721,2021,12,regular,total,5.513,0.624,1.000
401282732,2021,12,regular,margin,1.971,0.595,0.000
401282732,2021,12,regular,total,4.791,0.606,1.000
401282770,2021,12,regular,margin,0.400,0.511,1.000
401282770,2021,12,regular,total,0.393,0.503,0.000
401282786,2021,12,regular,margin,0.202,0.511,1.000
401282786,2021,12,regular,total,9.420,0.708,1.000
401282803,2021,12,regular,margin,0.692,0.544,1.000
401282803,2021,12,regular,total,2.299,0.555,1.000
401282808,2021,12,regular,margin,0.835,0.500,0.000
401282808,2021,12,regular,total,3.776,0.588,0.000
401282818,2021,12,regular,margin,0.348,0.509,1.000
401282818,2021,12,regular,total,5.654,0.630,0.000
401286293,2021,12,regular,margin,3.512,0.590,0.000
401286293,2021,12,regular,total,3.277,0.582,1.000
401286298,2021,12,regular,margin,5.132,0.669,1.000
401286298,2021,12,regular,total,2.714,0.562,0.000
401286305,2021,12,regular,margin,6.404,0.698,0.000
401286305,2021,12,regular,total,5.754,0.631,1.000
401287943,2021,12,regular,margin,1.543,0.524,1.000
401287943,2021,12,regular,total,4.852,0.610,1.000
401287944,2021,12,regular,margin,2.536,0.572,0.000
401287944,2021,12,regular,total,6.813,0.654,1.000
401287945,2021,12,regular,margin,2.138,0.538,1.000
401287945,2021,12,regular,total,12.747,0.771,1.000
401287946,2021,12,regular,margin,3.118,0.560,1.000
401287946,2021,12,regular,total,2.031,0.547,0.000
401287947,2021,12,regular,margin,4.043,0.596,0.000
401287947,2021,12,regular,total,5.925,0.635,0.000
401301045,2021,12,regular,margin,1.478,0.517,1.000
401301045,2021,12,regular,total,4.480,0.597,0.000
401301046,2021,12,regular,margin,3.826,0.588,1.000
401301046,2021,12,regular,total,3.222,0.574,1.000
401301047,2021,12,regular,margin,5.983,0.632,0.000
401301047,2021,12,regular,total,0.212,0.503,0.000
401301048,2021,12,regular,margin,0.457,0.530,0.000
401301048,2021,12,regular,total,1.574,0.537,0.000
401301049,2021,12,regular,margin,0.575,0.500,0.000
401301049,2021,12,regular,total,1.663,0.539,1.000
401308841,2021,12,regular,margin,1.829,0.564,1.000
401308841,2021,12,regular,total,0.503,0.511,1.000
401309588,2021,12,regular,margin,5.783,0.666,1.000
401309588,2021,12,regular,total,4.124,0.595,1.000
401309589,2021,12,regular,margin,2.631,0.611,0.000
401309589,2021,12,regular,total,3.247,0.575,0.000
401309590,2021,12,regular,margin,6.083,0.663,0.000
401309590,2021,12,regular,total,4.913,0.612,0.000
401309591,2021,12,regular,margin,4.725,0.621,0.000
401309591,2021,12,regular,total,1.925,0.544,1.000
401309592,2021,12,regular,margin,3.629,0.597,0.000
401309592,2021,12,regular,total,4.498,0.603,1.000
401309642,2021,12,regular,margin,1.687,0.519,1.000
401309642,2021,12,regular,total,9.560,0.711,1.000
401309643,2021,12,regular,margin,2.845,0.579,1.000
401309643,2021,12,regular,total,1.112,0.526,0.000
401309644,2021,12,regular,margin,1.226,0.525,1.000
401309644,2021,12,regular,total,5.049,0.615,1.000
401309645,2021,12,regular,margin,3.229,0.560,1.000
401309645,2021,12,regular,total,6.691,0.657,1.000
401309899,2021,12,regular,margin,2.578,0.575,0.000
401309899,2021,12,regular,total,2.667,0.562,1.000
401309900,2021,12,regular,margin,0.585,0.511,0.000
401309900,2021,12,regular,total,1.475,0.532,0.000
401309901,2021,12,regular,margin,2.972,0.582,0.000
401309901,2021,12,regular,total,1.293,0.530,0.000
401309902,2021,12,regular,margin,0.731,0.506,0.000
401309902,2021,12,regular,total,2.079,0.548,1.000
401309903,2021,12,regular,margin,0.151,0.503,1.000
401309903,2021,12,regular,total,3.031,0.572,0.000
401309904,2021,12,regular,margin,4.891,0.660,0.000
401309904,2021,12,regular,total,6.688,0.651,0.000
401310747,2021,12,regular,margin,6.576,0.678,0.000
401310747,2021,12,regular,total,5.761,0.636,0.000
401310748,2021,12,regular,margin,3.159,0.558,0.000
401310748,2021,12,regular,total,5.657,0.630,0.000
401310749,2021,12,regular,margin,0.035,0.513,1.000
401310749,2021,12,regular,total,0.044,0.507,1.000
401310750,2021,12,regular,margin,0.016,0.512,1.000
401310750,2021,12,regular,total,11.511,0.749,1.000
401310751,2021,12,regular,margin,0.771,0.501,1.000
401310751,2021,12,regular,total,0.673,0.511,0.000
401282145,2021,13,regular,margin,3.125,0.597,0.000
401282145,2021,13,regular,total,3.424,0.585,1.000
401282146,2021,13,regular,margin,8.915,0.701,1.000
401282146,2021,13,regular,total,3.306,0.576,0.000
401282147,2021,13,regular,margin,5.082,0.608,0.000
401282147,2021,13,regular,total,4.862,0.612,0.000
401282148,2021,13,regular,margin,6.786,0.689,0.000
401282148,2021,13,regular,total,3.676,0.584,1.000
401282149,2021,13,regular,margin,0.109,0.501,1.000
401282149,2021,13,regular,total,5.947,0.630,0.000
401282150,2021,13,regular,margin,1.202,0.548,1.000
401282150,2021,13,regular,total,4.035,0.599,1.000
401282151,2021,13,regular,margin,5.016,0.616,1.000
401282151,2021,13,regular,total,3.877,0.589,1.000
401282152,2021,13,regular,margin,2.769,0.595,0.000
401282152,2021,13,regular,total,7.848,0.677,0.000
401282153,2021,13,regular,margin,12.300,0.797,1.000
401282153,2021,13,regular,total,4.340,0.600,0.000
401282268,2021,13,regular,margin,2.266,0.600,0.000
401282268,2021,13,regular,total,3.535,0.575,0.000
401282269,2021,13,regular,margin,11.591,0.804,0.000
401282269,2021,13,regular,total,3.889,0.591,1.000
401282270,2021,13,regular,margin,3.123,0.560,0.000
401282270,2021,13,regular,total,2.960,0.569,0.000
401282271,2021,13,regular,margin,0.378,0.519,1.000
401282271,2021,13,regular,total,1.814,0.541,0.000
401282272,2021,13,regular,margin,2.631,0.592,0.000
401282272,2021,13,regular,total,14.568,0.802,1.000
401282273,2021,13,regular,margin,3.194,0.553,0.000
401282273,2021,13,regular,total,0.680,0.516,1.000
401282274,2021,13,regular,margin,2.766,0.573,0.000
401282274,2021,13,regular,total,7.653,0.665,0.000
401282699,2021,13,regular,margin,2.156,0.575,1.000
401282699,2021,13,regular,total,1.452,0.539,0.000
401282700,2021,13,regular,margin,0.705,0.510,1.000
401282700,2021,13,regular,total,1.972,0.546,1.000
401282701,2021,13,regular,margin,3.101,0.553,0.000
401282701,2021,13,regular,total,2.986,0.569,1.000
401282702,2021,13,regular,margin,2.466,0.583,0.000
401282702,2021,13,regular,total,0.014,0.506,1.000
401282703,2021,13,regular,margin,3.466,0.625,1.000
401282703,2021,13,regular,total,2.938,0.568,1.000
401282711,2021,13,regular,margin,4.617,0.587,0.000
401282711,2021,13,regular,total,3.324,0.576,0.000
401282722,2021,13,regular,margin,1.630,0.577,0.000
401282722,2021,13,regular,total,5.170,0.619,1.000
401282753,2021,13,regular,margin,4.750,0.620,0.000
401282753,2021,13,regular,total,4.737,0.609,1.000
401282761,2021,13,regular,margin,1.283,0.526,1.000
401282761,2021,13,regular,total,6.971,0.659,1.000
401282766,2021,13,regular,margin,4.229,0.629,0.000
401282766,2021,13,regular,total,0.295,0.507,1.000
401282781,2021,13,regular,margin,0.803,0.513,0.000
401282781,2021,13,regular,total,4.687,0.607,0.000
401282785,2021,13,regular,margin,1.568,0.515,0.000
401282785,2021,13,regular,total,2.650,0.562,1.000
401282794,2021,13,regular,margin,1.496,0.568,1.000
401282794,2021,13,regular,total,0.934,0.516,1.000
401286299,2021,13,regular,margin,0.125,0.507,1.000
401286299,2021,13,regular,total,3.514,0.574,1.000
401286306,2021,13,regular,margin,21.403,0.919,1.000
401286306,2021,13,regular,total,0.322,0.507,0.000
401287948,2021,13,regular,margin,1.424,0.542,1.000
401287948,2021,13,regular,total,4.805,0.611,0.000
401287949,2021,13,regular,margin,0.287,0.506,0.000
401287949,2021,13,regular,total,12.422,0.769,0.000
401287950,2021,13,regular,margin,1.686,0.567,0.000
401287950,2021,13,regular,total,3.888,0.589,0.000
401287951,2021,13,regular,margin,0.702,0.507,0.500
401287951,2021,13,regular,total,2.360,0.561,1.000
401287952,2021,13,regular,margin,0.178,0.509,0.000
401287952,2021,13,regular,total,3.847,0.589,0.000
401301050,2021,13,regular,margin,2.392,0.556,1.000
401301050,2021,13,regular,total,0.827,0.519,0.000
401301051,2021,13,regular,margin,0.509,0.508,0.000
401301051,2021,13,regular,total,2.206,0.551,1.000
401301052,2021,13,regular,margin,6.790,0.682,1.000
401301052,2021,13,regular,total,1.022,0.524,1.000
401301053,2021,13,regular,margin,3.335,0.606,1.000
401301053,2021,13,regular,total,3.727,0.586,1.000
401301054,2021,13,regular,margin,5.379,0.646,0.000
401301054,2021,13,regular,total,3.454,0.582,1.000
401301055,2021,13,regular,margin,0.152,0.520,1.000
401301055,2021,13,regular,total,2.200,0.551,0.000
401308842,2021,13,regular,margin,2.567,0.554,0.000
401308842,2021,13,regular,total,4.926,0.613,0.000
401309593,2021,13,regular,margin,1.145,0.548,0.000
401309593,2021,13,regular,total,2.657,0.561,1.000
401309594,2021,13,regular,margin,3.928,0.630,0.000
401309594,2021,13,regular,total,1.702,0.539,0.000
401309595,2021,13,regular,margin,3.358,0.629,0.000
401309595,2021,13,regular,total,5.089,0.616,1.000
401309596,2021,13,regular,margin,2.830,0.563,0.000
401309596,2021,13,regular,total,3.988,0.592,0.000
401309597,2021,13,regular,margin,4.177,0.610,0.000
401309597,2021,13,regular,total,3.129,0.572,0.000
401309646,2021,13,regular,margin,3.344,0.583,1.000
401309646,2021,13,regular,total,3.816,0.588,0.000
401309647,2021,13,regular,margin,0.571,0.532,0.000
401309647,2021,13,regular,total,2.206,0.557,1.000
401309648,2021,13,regular,margin,0.804,0.509,1.000
401309648,2021,13,regular,total,9.077,0.700,1.000
401309649,2021,13,regular,margin,0.068,0.518,0.000
401309649,2021,13,regular,total,8.829,0.697,0.000
401309650,2021,13,regular,margin,3.893,0.618,0.000
401309650,2021,13,regular,total,1.951,0.540,0.000
401309905,2021,13,regular,margin,5.911,0.670,0.000
401309905,2021,13,regular,total,4.425,0.603,1.000
401309906,2021,13,regular,margin,7.269,0.681,1.000
401309906,2021,13,regular,total,2.146,0.550,0.000
401309907,2021,13,regular,margin,0.534,0.530,0.000
401309907,2021,13,regular,total,4.040,0.593,1.000
401309908,2021,13,regular,margin,0.243,0.556,0.000
401309908,2021,13,regular,total,3.922,0.596,0.000
401309909,2021,13,regular,margin,0.105,0.522,1.000
401309909,2021,13,regular,total,2.591,0.560,0.500
401309910,2021,13,regular,margin,8.688,0.755,1.000
401309910,2021,13,regular,total,9.135,0.703,0.000
401310752,2021,13,regular,margin,4.599,0.619,0.000
401310752,2021,13,regular,total,6.467,0.645,0.000
401310753,2021,13,regular,margin,0.202,0.508,1.000
401310753,2021,13,regular,total,0.395,0.506,0.000
401310754,2021,13,regular,margin,2.603,0.556,1.000
401310754,2021,13,regular,total,3.937,0.596,1.000
401310755,2021,13,regular,margin,7.474,0.677,0.000
401310755,2021,13,regular,total,16.924,0.838,0.000
401310756,2021,13,regular,margin,5.234,0.646,1.000
401310756,2021,13,regular,total,4.226,0.598,1.000
401310757,2021,13,regular,margin,0.383,0.513,0.000
401310757,2021,13,regular,total,3.015,0.569,1.000
401282154,2021,14,regular,margin,0.329,0.506,1.000
401282154,2021,14,regular,total,4.969,0.620,1.000
401282156,2021,14,regular,margin,4.326,0.653,1.000
401282156,2021,14,regular,total,11.340,0.746,0.000
401287953,2021,14,regular,margin,1.011,0.561,1.000
401287953,2021,14,regular,total,1.395,0.534,0.000
401310676,2021,14,regular,margin,2.419,0.550,0.000
401310676,2021,14,regular,total,8.559,0.691,1.000
401331159,2021,14,regular,margin,1.488,0.544,0.000
401331159,2021,14,regular,total,1.661,0.539,0.000
401331160,2021,14,regular,margin,1.262,0.560,1.000
401331160,2021,14,regular,total,8.411,0.688,1.000
401331161,2021,14,regular,margin,2.461,0.562,1.000
401331161,2021,14,regular,total,6.796,0.654,0.000
401331162,2021,14,regular,margin,3.291,0.563,1.000
401331162,2021,14,regular,total,2.989,0.569,1.000
401331163,2021,14,regular,margin,3.992,0.637,0.000
401331163,2021,14,regular,total,2.960,0.568,1.000
401331447,2021,14,regular,margin,6.551,0.693,0.000
401331447,2021,14,regular,total,2.034,0.549,1.000
401387250,2021,14,regular,margin,3.317,0.617,0.000
401387250,2021,14,regular,total,6.056,0.637,1.000
401301056,2021,15,regular,margin,4.297,0.590,0.000
401301056,2021,15,regular,total,5.918,0.640,0.000
401403853,2022,1,regular,margin,4.615,0.648,0.000
401403853,2022,1,regular,total,2.396,0.556,0.000
401403854,2022,1,regular,margin,12.850,0.795,0.000
401403854,2022,1,regular,total,1.225,0.529,1.000
401403855,2022,1,regular,margin,2.382,0.547,1.000
401403855,2022,1,regular,total,0.591,0.514,1.000
401403857,2022,1,regular,margin,0.593,0.516,1.000
401403857,2022,1,regular,total,7.060,0.663,1.000
401403858,2022,1,regular,margin,3.056,0.580,1.000
401403858,2022,1,regular,total,1.352,0.532,0.000
401403859,2022,1,regular,margin,1.201,0.536,0.000
401403859,2022,1,regular,total,2.526,0.559,1.000
401403860,2022,1,regular,margin,3.676,0.580,1.000
401403860,2022,1,regular,total,1.888,0.545,0.000
401403861,2022,1,regular,margin,7.939,0.689,0.000
401403861,2022,1,regular,total,0.335,0.508,0.000
401403863,2022,1,regular,margin,3.078,0.590,0.000
401403863,2022,1,regular,total,3.123,0.579,0.000
401403864,2022,1,regular,margin,10.941,0.755,0.000
401403864,2022,1,regular,total,4.580,0.607,0.000
401403867,2022,1,regular,margin,6.568,0.675,1.000
401403867,2022,1,regular,total,7.923,0.681,0.000
401403966,2022,1,regular,margin,9.565,0.725,0.000
401403966,2022,1,regular,total,6.682,0.654,1.000
401403967,2022,1,regular,margin,0.488,0.530,1.000
401403967,2022,1,regular,total,5.882,0.637,1.000
401403969,2022,1,regular,margin,0.390,0.529,1.000
401403969,2022,1,regular,total,0.648,0.516,0.000
401403971,2022,1,regular,margin,4.871,0.606,0.000
401403971,2022,1,regular,total,0.669,0.516,1.000
401403973,2022,1,regular,margin,6.899,0.650,0.000
401403973,2022,1,regular,total,0.468,0.511,0.000
401404059,2022,1,regular,margin,11.000,0.753,0.000
401404059,2022,1,regular,total,3.318,0.578,1.000
401404124,2022,1,regular,margin,4.625,0.610,1.000
401404124,2022,1,regular,total,0.431,0.510,0.000
401404134,2022,1,regular,margin,10.267,0.755,1.000
401404134,2022,1,regular,total,3.033,0.571,0.000
401404146,2022,1,regular,margin,2.674,0.552,1.000
401404146,2022,1,regular,total,0.379,0.503,0.000
401404157,2022,1,regular,margin,0.875,0.556,1.000
401404157,2022,1,regular,total,0.101,0.502,0.000
401405058,2022,1,regular,margin,4.061,0.610,0.000
401405058,2022,1,regular,total,11.221,0.752,1.000
401405059,2022,1,regular,margin,1.690,0.555,1.000
401405059,2022,1,regular,total,3.262,0.571,1.000
401405060,2022,1,regular,margin,2.853,0.569,0.000
401405060,2022,1,regular,total,1.170,0.527,1.000
401405061,2022,1,regular,margin,4.693,0.595,0.000
401405061,2022,1,regular,total,8.166,0.686,0.000
401405064,2022,1,regular,margin,0.336,0.526,0.000
401405064,2022,1,regular,total,2.567,0.561,1.000
401405066,2022,1,regular,margin,7.868,0.677,1.000
401405066,2022,1,regular,total,8.283,0.683,1.000
401405067,2022,1,regular,margin,1.308,0.524,0.000
401405067,2022,1,regular,total,5.600,0.624,1.000
401405069,2022,1,regular,margin,4.231,0.636,1.000
401405069,2022,1,regular,total,6.110,0.642,0.000
401409235,2022,1,regular,margin,2.803,0.535,1.000
401409235,2022,1,regular,total,10.033,0.724,0.000
401411092,2022,1,regular,margin,0.129,0.543,1.000
401411092,2022,1,regular,total,6.630,0.653,1.000
401411094,2022,1,regular,margin,4.164,0.627,0.000
401411094,2022,1,regular,total,7.432,0.671,0.000
401411095,2022,1,regular,margin,4.572,0.608,1.000
401411095,2022,1,regular,total,5.357,0.619,1.000
401411096,2022,1,regular,margin,2.871,0.578,1.000
401411096,2022,1,regular,total,3.169,0.581,0.000
401411099,2022,1,regular,margin,3.932,0.618,1.000
401411099,2022,1,regular,total,1.389,0.533,0.000
401411101,2022,1,regular,margin,8.362,0.682,0.000
401411101,2022,1,regular,total,1.825,0.544,0.000
401414778,2022,1,regular,margin,6.034,0.640,0.000
401414778,2022,1,regular,total,1.119,0.526,1.000
401415211,2022,1,regular,margin,1.548,0.558,1.000
401415211,2022,1,regular,total,7.074,0.663,1.000
401415212,2022,1,regular,margin,6.785,0.670,1.000
401415212,2022,1,regular,total,4.382,0.603,1.000
401415612,2022,1,regular,margin,1.668,0.564,0.000
401415612,2022,1,regular,total,0.418,0.510,0.000
401416569,2022,1,regular,margin,1.527,0.509,1.000
401416569,2022,1,regular,total,5.552,0.629,0.000
401416591,2022,1,regular,margin,5.625,0.622,0.000
401416591,2022,1,regular,total,1.559,0.537,0.000
401426330,2022,1,regular,margin,0.343,0.531,1.000
401426330,2022,1,regular,total,6.077,0.641,0.000
401426530,2022,1,regular,margin,0.984,0.505,0.000
401426530,2022,1,regular,total,1.324,0.531,1.000
401426531,2022,1,regular,margin,1.305,0.519,1.000
401426531,2022,1,regular,total,1.183,0.527,1.000
401426536,2022,1,regular,margin,2.536,0.539,0.000
401426536,2022,1,regular,total,7.888,0.680,1.000
401426537,2022,1,regular,margin,5.675,0.615,0.000
401426537,2022,1,regular,total,3.980,0.593,0.000
401426538,2022,1,regular,margin,3.719,0.612,0.000
401426538,2022,1,regular,total,5.402,0.626,1.000
401426539,2022,1,regular,margin,9.313,0.747,0.000
401426539,2022,1,regular,total,8.214,0.687,1.000
401426540,2022,1,regular,margin,12.270,0.777,0.000
401426540,2022,1,regular,total,5.902,0.637,0.000
401426541,2022,1,regular,margin,4.642,0.611,0.000
401426541,2022,1,regular,total,4.905,0.614,0.500
401426542,2022,1,regular,margin,0.027,0.535,1.000
401426542,2022,1,regular,total,5.676,0.632,0.000
401426543,2022,1,regular,margin,3.788,0.624,1.000
401426543,2022,1,regular,total,9.706,0.718,1.000
401403868,2022,2,regular,margin,9.595,0.715,1.000
401403868,2022,2,regular,total,4.139,0.591,1.000
401403869,2022,2,regular,margin,3.517,0.620,0.000
401403869,2022,2,regular,total,2.331,0.561,0.000
401403870,2022,2,regular,margin,6.196,0.639,1.000
401403870,2022,2,regular,total,4.191,0.599,0.000
401403871,2022,2,regular,margin,5.074,0.638,1.000
401403871,2022,2,regular,total,1.524,0.542,0.000
401403875,2022,2,regular,margin,3.173,0.587,0.000
401403875,2022,2,regular,total,2.180,0.551,1.000
401403876,2022,2,regular,margin,2.418,0.589,0.000
401403876,2022,2,regular,total,1.849,0.544,0.000
401403877,2022,2,regular,margin,0.903,0.546,0.000
401403877,2022,2,regular,total,1.639,0.533,1.000
401403878,2022,2,regular,margin,3.685,0.587,1.000
401403878,2022,2,regular,total,6.515,0.651,0.000
401403879,2022,2,regular,margin,7.945,0.688,0.000
401403879,2022,2,regular,total,7.184,0.670,0.000
401403975,2022,2,regular,margin,0.507,0.510,0.000
401403975,2022,2,regular,total,2.269,0.559,1.000
401403976,2022,2,regular,margin,0.929,0.513,0.000
401403976,2022,2,regular,total,1.146,0.528,0.000
401403977,2022,2,regular,margin,13.885,0.817,0.000
401403977,2022,2,regular,total,2.640,0.561,0.000
401403979,2022,2,regular,margin,6.350,0.634,1.000
401403979,2022,2,regular,total,4.488,0.599,0.000
401403980,2022,2,regular,margin,6.189,0.679,0.000
401403980,2022,2,regular,total,9.612,0.716,0.000
401403984,2022,2,regular,margin,0.850,0.514,1.000
401403984,2022,2,regular,total,0.738,0.518,0.000
401404062,2022,2,regular,margin,2.312,0.535,0.000
401404062,2022,2,regular,total,1.123,0.526,1.000
401404063,2022,2,regular,margin,8.929,0.725,1.000
401404063,2022,2,regular,total,6.321,0.652,0.000
401404064,2022,2,regular,margin,0.532,0.508,1.000
401404064,2022,2,regular,total,9.708,0.719,0.000
401404065,2022,2,regular,margin,1.637,0.534,0.000
401404065,2022,2,regular,total,3.407,0.574,0.000
401404066,2022,2,regular,margin,8.861,0.713,1.000
