signal_id,created_at,run_id,game_id,season,week,market,book,open_line,entry_line,entry_price,atlas_number,disagreement,direction,selection,model_version
75dc9592-1978-540f-8fa1-f83e19b51df4,2026-09-22T17:22:01+00:00,migrated-2026-09-22,401864572,2026,4,margin,DraftKings,14.000,14.000,-112.000,11.970,-2.030,away,observed,73d507ab32ad
39a847f9-1ae5-5a28-ad86-ed47b0f98a62,2026-09-22T17:22:01+00:00,migrated-2026-09-22,401864572,2026,4,total,DraftKings,55.500,55.500,-102.000,50.786,-4.714,under,observed,64a8b2aa5365
7bf2cb61-57ab-5ecd-86e1-f63217b05575,2026-09-22T17:22:01+00:00,migrated-2026-09-22,401864576,2026,4,margin,DraftKings,19.500,20.500,-110.000,16.131,-4.369,away,observed,73d507ab32ad
6c7b2bca-921b-5dd1-b965-a802cd8f7596,2026-09-22T17:22:01+00:00,migrated-2026-09-22,401864576,2026,4,total,DraftKings,55.500,54.500,-115.000,52.644,-1.856,under,observed,64a8b2aa5365
c43812fd-6a0b-5f2a-a660-94af33382d48,2026-09-22T17:22:01+00:00,migrated-2026-09-22,401864579,2026,4,margin,DraftKings,-12.500,-11.500,-110.000,0.331,11.831,home,observed,73d507ab32ad
e8f7a441-3611-5789-a92d-215225299699,2026-09-22T17:22:01+00:00,migrated-2026-09-22,401864579,2026,4,total,DraftKings,49.500,48.500,-110.000,48.274,-0.226,under,observed,64a8b2aa5365
e842844e-c632-506d-b084-2aaa9a88d2c7,2026-09-22T17:22:01+00:00,migrated-2026-09-22,401866425,2026,4,margin,DraftKings,4.500,3.500,-105.000,1.802,-1.698,away,observed,73d507ab32ad
8296b804-f0e5-545d-a36c-e69aa2560cd4,2026-09-22T17:22:01+00:00,migrated-2026-09-22,401866425,2026,4,total,DraftKings,51.500,50.500,-118.000,50.228,-0.272,under,observed,64a8b2aa5365
7c00a0e3-809d-5b76-a092-ff20d57b9f31,2026-09-22T17:22:01+00:00,migrated-2026-09-22,401866429,2026,4,margin,DraftKings,-6.000,-4.500,-110.000,5.092,9.592,home,observed,73d507ab32ad
4d4a8bd8-d4f1-5d7c-8866-0955c8e28893,2026-09-22T17:22:01+00:00,migrated-2026-09-22,401866429,2026,4,total,DraftKings,50.500,48.500,-112.000,51.678,3.178,over,observed,64a8b2aa5365
af5e6219-311b-5b5e-844c-b32d617e8d02,2026-09-22T17:22:01+00:00,migrated-2026-09-22,401869931,2026,4,margin,DraftKings,5.500,6.000,-110.000,4.188,-1.812,away,observed,73d507ab32ad
f327e101-ef42-5e5d-8c2d-d13141a5aac9,2026-09-22T17:22:01+00:00,migrated-2026-09-22,401869931,2026,4,total,DraftKings,53.500,52.500,-112.000,55.168,2.668,over,observed,64a8b2aa5365
2f7ba39b-62c2-58d8-9cb2-7f2bb48cb0a1,2026-09-22T17:22:01+00:00,migrated-2026-09-22,401869941,2026,4,margin,DraftKings,1.500,-2.500,-108.000,3.017,5.517,home,observed,73d507ab32ad
8a8723ee-86d9-5420-939a-526eb22a031a,2026-09-22T17:22:01+00:00,migrated-2026-09-22,401869941,2026,4,total,DraftKings,54.500,50.500,-118.000,55.293,4.793,over,observed,64a8b2aa5365
